survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,alone
1,2,female,8.279824064691649,3,2,9.06082368527043,C,Second,woman,False
0,3,male,52.54642569617542,5,3,14.193061012338907,S,Second,child,True
1,1,male,37.898948965527445,4,0,2.452762231111657,S,Second,woman,False
1,3,female,28.565881521014028,0,3,55.90435018654916,S,Second,man,False
0,3,female,21.322733152417257,0,1,2.430303580875095,S,First,child,True
0,3,male,,6,5,11.713600227646205,Q,First,woman,True
0,1,male,41.1691291916798,1,5,85.75847961499213,S,Third,man,False
1,1,female,44.160270477065254,7,0,27.048114236296456,S,First,child,True
1,3,male,17.34832697907961,1,3,8.109650827082515,S,Third,man,False
1,1,male,16.370597357568826,5,3,163.21319670442418,C,First,man,False
0,2,male,59.09521947931585,6,6,70.16991652031696,S,Second,woman,True
1,1,female,45.912300008019606,3,0,2.3303249844517535,S,First,child,False
0,1,male,39.91927917159208,1,1,8.637256435599642,S,Third,child,False
0,3,male,28.058952587956824,1,6,33.92236557326416,S,Second,woman,False
1,1,male,42.93628473567895,6,0,7.314404312867004,S,Third,woman,True
0,2,female,,8,2,25.423615935765607,S,Second,woman,True
0,2,female,,4,2,5.984712920538096,C,Third,man,False
0,1,male,29.499188853679758,4,2,36.857532652852576,Q,Third,man,True
1,2,female,41.07206103022253,3,4,25.002650806775534,S,Second,man,False
0,1,female,39.04704884853247,2,6,115.09771475379672,Q,Third,woman,True
1,3,male,28.158007242333007,8,1,4.740607701145627,C,Second,man,False
1,3,male,27.54487102863545,1,0,24.966425075378194,S,First,child,True
0,3,female,47.10216397786376,6,4,12.327651545626484,S,Third,child,True
0,1,female,,3,1,31.301380406344038,S,Second,man,False
0,3,male,5.188764320274085,7,5,7.498302225865962,S,Third,child,False
1,3,female,6.30631968120959,2,3,85.65195239463456,S,Second,child,False
1,1,male,,2,0,19.011772671324096,S,First,man,False
0,3,female,17.490364423804166,8,2,18.652637610789817,S,Third,man,False
1,3,female,14.340637783778767,8,1,50.9288772928557,S,Second,man,False
1,3,male,33.80954900567203,3,3,78.56455742393165,S,Third,woman,True
1,1,male,23.50813774012438,5,1,22.478502995031388,S,Second,child,False
0,1,male,,3,3,48.68480362110691,S,Second,child,False
0,1,male,,3,1,5.128725932088466,S,Second,man,True
0,2,female,,1,2,9.59967989793457,S,Third,man,False
0,3,female,,8,6,38.968907354129804,S,Third,woman,False
1,2,female,30.339000341970124,5,4,86.25663955184588,S,Third,woman,True
1,3,male,,3,6,4.113994827567852,C,Second,child,False
0,2,male,30.9070003501148,5,3,4.76248001702972,C,Second,man,True
0,1,male,43.22804002790293,6,0,122.03434656658321,S,First,child,False
0,2,male,,6,0,3.1571179112947547,S,Third,child,True
1,3,male,27.07960948885762,3,1,1.4468227348687617,S,First,man,True
0,3,female,34.163679244436196,3,4,25.03915248520498,S,First,man,False
0,1,male,35.083185313339584,4,3,8.386387419235382,S,Third,child,False
1,3,female,24.841891193479245,7,4,11.658572030398307,S,Third,child,False
0,2,female,,3,1,31.747861843923022,S,Second,woman,True
1,3,male,34.08970265131208,7,3,14.279177612787864,Q,Third,woman,False
0,1,male,,1,0,179.47211011869092,S,Second,man,True
0,3,female,,3,0,8.548883646293321,Q,First,child,True
0,1,male,36.15370288443831,0,6,66.14924654075915,S,First,woman,False
0,3,male,25.36343309756638,7,3,68.6804344375772,C,First,man,False
0,3,male,21.995933531301844,8,3,18.992085913570765,S,Third,child,False
0,3,female,44.41172485523282,2,3,195.62542037795433,Q,Second,man,False
0,3,female,31.428837074896943,2,0,10.969231528717115,S,Second,man,False
1,3,male,65.67357776941266,2,3,3.150850072533522,S,First,child,True
1,3,male,23.89706227867076,0,6,27.636442017961585,S,Third,woman,True
1,3,male,12.603502861667948,5,3,0.24749433002638357,S,First,man,False
0,3,male,29.612221576329564,2,4,21.21125938123502,S,Second,child,False
0,3,male,32.4509444237242,8,1,59.82246824778251,S,Second,child,False
1,1,male,1.0,4,4,17.959334621353367,S,First,woman,True
1,1,female,25.67164079865928,0,1,7.5288347159099445,S,Second,man,True
0,2,male,,3,6,9.743295593448735,C,First,woman,False
1,2,female,24.837310493122295,0,6,80.88895818215043,S,Third,woman,True
1,1,male,21.17683953317153,5,6,35.81618316384811,S,Third,man,True
0,3,male,11.195304396761845,3,1,5.8052396657014,S,Third,child,True
1,3,female,40.61253271990461,3,5,20.529877879057807,S,Second,man,False
0,3,male,21.82622818414454,1,1,31.464094816529098,Q,Third,woman,True
